id,nummi,agerevq,couple,iris,sexe,tact
4056654,13903,070,2,765400301,2,21
4056655,13904,020,2,765400103,1,22
4056656,13905,020,1,765400901,2,11
4056657,13905,025,1,765400901,1,11
4056658,13906,065,2,765400602,2,21
4056659,13907,065,1,765400402,2,21
4056660,13907,060,1,765400402,1,21
4056661,13908,050,2,765400304,2,11
4056662,13908,015,2,765400304,2,22
4056663,13909,030,2,765401001,2,11
4056664,13909,005,2,765401001,1,23
4056665,13910,000,2,765400404,1,23
4056666,13910,040,1,765400404,2,11
4056667,13910,040,1,765400404,1,11
4056668,13911,050,1,765401002,2,11
4056669,13911,050,1,765401002,1,11
4056670,13912,025,1,765401003,2,11
4056671,13913,040,2,765400404,1,11
4056672,13913,055,2,765400404,2,11
4056673,13914,010,2,765400303,1,23
4056674,13914,040,2,765400303,2,11
4056675,13915,030,2,765400103,1,11
4056676,13916,065,1,765400304,1,21
4056677,13916,065,1,765400304,2,21
4056678,13917,025,2,765400404,2,11
4056679,13918,085,2,765400105,2,21
4056680,13919,015,2,765400404,2,22
4056681,13919,050,2,765400404,2,11
4056682,13919,020,2,765400404,1,22
4056683,13920,020,1,765400405,1,12
4056684,13920,020,1,765400405,2,12
4056685,13921,085,1,765400901,2,21
4056686,13921,090,1,765400901,1,21
4056687,13922,005,2,765400402,1,23
4056688,13922,000,2,765400402,2,23
4056689,13922,035,1,765400402,2,11
4056690,13922,035,1,765400402,1,11
4056691,13923,030,2,765401004,1,11
4056692,13924,035,2,765401005,1,11
4056693,13925,005,2,765400801,2,23
4056694,13925,035,2,765400801,2,11
4056695,13926,030,1,765401003,1,11
4056696,13926,005,2,765401003,2,23
4056697,13926,030,1,765401003,2,11
4056698,13926,000,2,765401003,2,23
4056699,13927,050,1,765400201,1,11
4056700,13928,025,1,765400305,2,11
4056701,13928,030,1,765400305,1,11
4056702,13929,025,2,765400106,1,11
4056703,13929,025,2,765400106,2,11
4056704,13930,000,2,765400203,2,23
4056705,13930,020,1,765400203,2,22
4056706,13930,025,1,765400203,1,11
4056707,13931,020,1,765400404,2,22
4056708,13932,055,1,765400901,1,25
4056709,13932,020,2,765400901,2,12
4056710,13932,050,2,765400901,2,24
4056711,13932,000,2,765400901,1,23
4056712,13933,055,1,765400701,1,21
4056713,13933,030,2,765400701,1,11
4056714,13933,055,1,765400701,2,11
4056715,13934,020,2,765400402,2,11
4056716,13934,005,2,765400402,1,23
4056717,13934,045,2,765400402,1,11
4056718,13935,030,2,765400201,2,11
4056719,13936,075,2,765400202,2,21
4056720,13937,035,1,765401005,2,11
4056721,13937,030,1,765401005,1,11
4056722,13937,000,2,765401005,1,23
4056723,13938,020,1,765400305,2,22
4056724,13938,020,1,765400305,1,11
4056725,13939,035,2,765400106,1,11
4056726,13940,005,2,765400501,1,23
4056727,13940,005,2,765400501,2,23
4056728,13940,000,2,765400501,2,23
4056729,13940,045,1,765400501,2,11
4056730,13940,000,2,765400501,1,23
4056731,13940,040,1,765400501,1,11
4056732,13941,025,1,765401005,2,11
4056733,13941,030,1,765401005,1,11
4056734,13942,080,2,765400501,2,21
4056735,13943,025,1,765401003,1,11
4056736,13943,025,1,765401003,2,11
4056737,13944,090,2,765400404,2,21
4056738,13945,080,2,765400306,2,21
4056739,13946,080,2,765401003,2,21
4056740,13947,065,2,765400103,1,21
4056741,13948,020,2,765400603,2,22
4056742,13949,000,2,765400306,2,23
4056743,13949,035,1,765400306,1,12
4056744,13949,025,1,765400306,2,11
4056745,13950,055,2,765400303,2,24
4056746,13951,055,2,765400503,2,11
4056747,13951,020,2,765400503,2,22
4056748,13951,020,2,765400503,2,22
4056749,13952,020,2,765400304,1,22
4056750,13952,020,2,765400304,1,22
4056751,13952,020,2,765400304,1,22
4056752,13953,040,2,765400601,1,25
4056753,13954,025,2,765400901,2,11
4056754,13954,025,2,765400901,2,12
4056755,13955,015,2,765400601,2,22
4056756,13956,050,2,765400602,2,11
4056757,13956,015,2,765400602,1,22
4056758,13957,005,2,765401002,1,23
4056759,13957,010,2,765401002,1,22
4056760,13957,040,2,765401002,2,11
4056761,13958,025,2,765400801,2,11
4056762,13959,015,2,765400204,1,22
4056763,13960,045,2,765401003,1,11
4056764,13961,020,2,765400404,1,11
4056765,13962,015,2,765400202,1,22
4056766,13963,065,2,765400201,2,11
4056767,13964,010,2,765401002,2,23
4056768,13964,050,1,765401002,1,11
4056769,13964,040,1,765401002,2,11
4056770,13965,025,2,765400404,1,11
4056771,13966,070,2,765400303,2,21
4056772,13967,015,2,765400104,2,22
4056773,13968,050,1,765400901,2,11
4056774,13968,045,1,765400901,1,11
4056775,13969,045,1,765400203,1,11
4056776,13969,045,1,765400203,2,11
4056777,13970,050,2,765400802,1,12
4056778,13970,015,2,765400802,1,22
4056779,13971,035,2,765400103,1,25
4056780,13972,020,2,765400501,1,22
4056781,13973,030,2,765401004,1,12
4056782,13973,035,2,765401004,2,12
4056783,13973,000,2,765401004,1,23
4056784,13973,005,2,765401004,2,23
4056785,13974,020,2,765401003,1,22
4056786,13975,030,1,765400104,1,11
4056787,13976,020,2,765401004,1,22
4056788,13977,080,2,765401001,2,21
4056789,13978,060,2,765400404,2,21
4056790,13979,060,1,765400306,1,21
4056791,13979,020,2,765400306,1,12
4056792,13979,010,2,765400306,1,23
4056793,13979,055,1,765400306,2,25
4056794,13980,025,1,765400404,2,11
4056795,13980,025,1,765400404,1,11
4056796,13981,040,2,765401005,1,11
4056797,13982,020,1,765400403,2,11
4056798,13982,025,1,765400403,1,11
4056799,13983,070,1,765400901,1,21
4056800,13983,055,1,765400901,2,11
4056801,13984,050,2,765400104,1,11
4056802,13985,050,1,765400402,2,11
4056803,13986,015,2,765400105,1,12
4056804,13986,075,2,765400105,2,21
4056805,13987,045,1,765401002,2,11
4056806,13987,045,1,765401002,1,11
4056807,13988,045,1,765401002,2,11
4056808,13988,015,2,765401002,2,22
4056809,13988,015,2,765401002,2,22
4056810,13988,055,1,765401002,1,11
4056811,13989,025,2,765400204,2,22
4056812,13990,020,2,765400502,2,22
4056813,13991,025,2,765401003,1,11
4056814,13991,020,2,765401003,1,22
4056815,13992,015,2,765400902,1,22
4056816,13992,015,2,765400902,1,22
4056817,13992,015,2,765400902,1,22
4056818,13992,015,2,765400902,1,22
4056819,13993,035,2,765400602,1,11
4056820,13994,080,2,765400701,2,21
4056821,13995,020,1,765401005,2,25
4056822,13995,025,1,765401005,1,12
4056823,13995,000,2,765401005,2,23
4056824,13996,030,2,765400801,2,11
4056825,13997,055,2,765400601,2,11
4056826,13998,045,1,765400403,1,11
4056827,13998,040,1,765400403,2,11
4056828,13998,010,2,765400403,2,23
4056829,13999,020,2,765400204,2,22
4056830,13999,020,2,765400204,2,22
4056831,13999,020,2,765400204,1,22
4056832,14000,030,2,765400306,2,11
4056833,14001,050,1,765400105,1,11
4056834,14001,060,1,765400105,2,21
4056835,14002,065,2,765400504,2,21
4056836,14003,015,2,765400104,2,22
4056837,14004,020,2,765400202,2,22
4056838,14005,030,2,765400405,1,12
4056839,14005,025,2,765400405,2,11
4056840,14006,025,1,765400604,1,11
4056841,14006,025,1,765400604,2,11
4056842,14007,090,2,765400404,2,21
4056843,14008,030,1,765401004,2,24
4056844,14008,005,2,765401004,2,23
4056845,14008,035,1,765401004,1,25
4056846,14008,010,2,765401004,1,23
4056847,14008,015,2,765401004,1,22
4056848,14008,005,2,765401004,1,23
4056849,14009,015,2,765400203,1,22
4056850,14009,040,2,765400203,1,11
4056851,14010,020,1,765401004,1,11
4056852,14011,020,2,765400203,1,22
4056853,14012,015,2,765400202,2,22
4056854,14013,065,2,765400304,1,21
4056855,14014,065,2,765400304,2,21
4056856,14015,020,2,765400404,2,22
4056857,14016,000,2,765400901,2,23
4056858,14016,030,2,765400901,2,11
4056859,14017,040,1,765401003,1,11
4056860,14017,010,2,765401003,2,23
4056861,14017,015,2,765401003,1,22
4056862,14017,035,1,765401003,2,11
4056863,14018,060,2,765401002,2,21
4056864,14019,020,2,765400404,2,11
4056865,14020,020,1,765400306,2,11
4056866,14020,020,1,765400306,1,11
4056867,14021,060,2,765401003,1,11
4056868,14022,075,2,765400104,2,21
4056869,14023,055,2,765400301,2,11
4056870,14024,020,2,765400404,2,22
4056871,14025,020,1,765400405,2,12
4056872,14025,025,1,765400405,1,11
4056873,14026,020,2,765400405,2,22
4056874,14027,025,1,765400601,1,11
4056875,14027,025,1,765400601,2,11
4056876,14028,015,2,765400405,2,22
4056877,14028,050,2,765400405,2,11
4056878,14029,020,2,765400202,2,12
4056879,14029,000,2,765400202,1,23
4056880,14029,085,2,765400202,2,25
4056881,14029,065,2,765400202,2,21
4056882,14030,045,1,765400303,1,11
4056883,14030,040,1,765400303,2,11
4056884,14031,050,2,765400802,2,25
4056885,14032,020,2,765401005,1,12
4056886,14033,020,2,765400305,2,11
4056887,14034,020,2,765400402,2,11
4056888,14034,025,2,765400402,2,11
4056889,14035,015,2,765400106,2,22
4056890,14036,015,2,765400204,1,22
4056891,14037,030,2,765400203,2,11
4056892,14038,065,2,765400306,2,21
4056893,14039,015,2,765400203,2,22
4056894,14040,065,1,765400604,1,21
4056895,14040,055,1,765400604,2,11
4056896,14041,060,1,765400306,1,11
4056897,14041,060,1,765400306,2,11
4056898,14042,060,2,765400203,2,21
4056899,14043,020,1,765400802,2,25
4056900,14043,035,1,765400802,1,12
4056901,14044,015,2,765400202,2,22
4056902,14045,080,2,765400201,2,21
4056903,14046,020,2,765400402,2,11
4056904,14047,060,2,765400901,2,21
4056905,14047,050,2,765400901,1,25
4056906,14048,025,2,765400203,1,12
4056907,14049,000,2,765400901,1,23
4056908,14049,040,2,765400901,2,25
4056909,14050,035,1,765400303,1,11
4056910,14050,030,1,765400303,2,11
4056911,14051,010,2,765400502,2,23
4056912,14051,040,2,765400502,2,11
4056913,14051,010,2,765400502,1,23
4056914,14052,055,1,765400106,2,21
4056915,14052,065,1,765400106,1,21
4056916,14053,080,2,765400305,2,21
4056917,14054,060,1,765400106,1,11
4056918,14054,055,1,765400106,2,11
4056919,14055,030,1,765401002,2,11
4056920,14055,000,2,765401002,1,23
4056921,14055,035,1,765401002,1,11
4056922,14056,020,2,765400305,1,11
4056923,14057,045,2,765400601,1,11
4056924,14058,045,2,765400604,1,11
4056925,14059,055,1,765401001,2,11
4056926,14059,055,1,765401001,1,11
4056927,14060,025,2,765400604,2,11
4056928,14061,080,2,765400301,2,21
4056929,14062,020,2,765401005,1,22
4056930,14062,020,2,765401005,1,11
4056931,14063,000,2,765400306,1,23
4056932,14063,000,2,765400306,2,23
4056933,14063,025,1,765400306,2,11
4056934,14063,030,1,765400306,1,11
4056935,14063,000,2,765400306,1,23
4056936,14064,045,1,765400102,2,24
4056937,14064,050,1,765400102,1,11
4056938,14064,010,2,765400102,2,22
4056939,14065,020,2,765400303,1,11
4056940,14066,050,1,765400303,1,11
4056941,14066,045,1,765400303,1,11
4056942,14067,085,2,765400305,2,21
4056943,14068,020,2,765400602,1,11
4056944,14068,045,1,765400602,2,25
4056945,14068,045,1,765400602,1,11
4056946,14068,020,2,765400602,1,22
4056947,14068,010,2,765400602,1,23
4056948,14069,020,1,765401003,1,12
4056949,14069,025,1,765401003,2,11
4056950,14070,040,2,765400204,1,25
4056951,14071,025,1,765400402,2,11
4056952,14072,020,2,765401003,1,22
4056953,14073,025,1,765400305,2,11
4056954,14073,025,1,765400305,1,11
4056955,14074,040,2,765400404,1,11
4056956,14075,045,1,765401005,1,11
4056957,14075,045,1,765401005,2,12
4056958,14075,020,2,765401005,2,11
4056959,14075,020,2,765401005,2,22
4056960,14076,060,2,765400802,2,21
4056961,14077,060,2,765400501,1,21
4056962,14078,070,2,765401002,1,21
4056963,14079,090,2,765400304,2,21
4056964,14080,055,1,765400105,2,11
4056965,14080,060,1,765400105,1,21
4056966,14081,020,2,765400404,1,22
4056967,14082,070,2,765400202,2,21
4056968,14083,060,2,765400702,2,21
4056969,14084,055,2,765401001,2,12
4056970,14085,075,2,765400203,1,21
4056971,14086,015,2,765400404,1,22
4056972,14087,080,1,765401003,1,21
4056973,14087,080,1,765401003,2,21
4056974,14088,050,2,765400403,2,11
4056975,14089,000,2,765400701,2,23
4056976,14089,020,1,765400701,2,11
4056977,14089,000,2,765400701,1,23
4056978,14089,020,1,765400701,1,11
4056979,14090,030,2,765400504,2,11
4056980,14090,030,2,765400504,1,12
4056981,14091,025,2,765400204,1,12
4056982,14092,025,1,765400104,2,11
4056983,14092,025,1,765400104,1,11
4056984,14092,000,2,765400104,1,23
4056985,14093,020,2,765400404,1,11
4056986,14093,025,2,765400404,1,11
4056987,14094,020,2,765400501,2,11
4056988,14095,045,1,765401001,2,25
4056989,14095,015,2,765401001,1,22
4056990,14095,020,2,765401001,2,11
4056991,14096,010,2,765400602,1,22
4056992,14096,020,2,765400602,1,22
4056993,14096,050,1,765400602,2,11
4056994,14096,050,1,765400602,1,11
4056995,14097,070,2,765400304,2,21
4056996,14098,015,2,765400201,2,22
4056997,14099,040,2,765400104,2,11
4056998,14100,025,2,765400106,1,22
4056999,14101,050,2,765401003,1,11
4057000,14102,085,2,765400502,2,21
4057001,14103,055,1,765401004,1,11
4057002,14103,050,1,765401004,2,11
4057003,14103,020,2,765401004,1,12
4057004,14104,030,2,765400203,2,11
4057005,14105,020,2,765400604,2,22
4057006,14106,065,1,765400403,1,21
4057007,14106,065,1,765400403,2,21
4057008,14107,075,1,765400701,2,21
4057009,14107,080,1,765400701,1,21
4057010,14108,065,1,765400304,2,21
4057011,14108,060,1,765400304,1,21
4057012,14109,090,2,765400106,2,21
4057013,14110,020,2,765400202,2,11
4057014,14111,045,2,765400103,1,11
4057015,14112,045,2,765400901,2,11
4057016,14112,010,2,765400901,2,23
4057017,14112,015,2,765400901,2,22
4057018,14113,080,2,765400901,2,21
4057019,14114,020,2,765400603,2,22
4057020,14115,075,2,765401002,2,21
4057021,14116,050,2,765400203,2,11
4057022,14117,020,2,765401001,1,12
4057023,14117,050,2,765401001,2,11
4057024,14118,055,2,765400201,2,11
4057025,14119,040,2,765400802,1,25
4057026,14120,060,1,765400306,1,21
4057027,14120,060,1,765400306,2,24
4057028,14120,015,2,765400306,2,22
4057029,14121,020,2,765400103,1,22
4057030,14121,020,2,765400103,1,22
4057031,14122,020,2,765400502,1,22
4057032,14123,055,2,765400204,2,11
4057033,14124,090,2,765401003,2,21
4057034,14125,035,2,765400304,2,11
4057035,14126,000,2,765400404,1,23
4057036,14126,000,2,765400404,1,23
4057037,14126,025,2,765400404,2,11
4057038,14127,020,2,765400402,1,25
4057039,14127,045,2,765400402,2,25
4057040,14128,040,1,765400902,2,24
4057041,14128,015,2,765400902,2,22
4057042,14128,015,2,765400902,1,22
4057043,14128,010,2,765400902,2,23
4057044,14128,010,2,765400902,1,23
4057045,14128,040,1,765400902,1,25
4057046,14128,015,2,765400902,2,22
4057047,14129,030,2,765400201,1,11
4057048,14130,020,2,765400104,1,11
4057049,14131,020,2,765400501,2,22
4057050,14132,015,2,765400502,2,22
4057051,14132,040,2,765400502,2,11
4057052,14132,015,2,765400502,2,22
4057053,14133,055,2,765400306,2,11
4057054,14134,035,1,765400404,2,11
4057055,14134,000,2,765400404,1,23
4057056,14134,010,2,765400404,2,23
4057057,14134,035,1,765400404,1,11
4057058,14135,025,2,765400102,2,11
4057059,14136,015,2,765400303,2,22
4057060,14136,000,2,765400303,2,23
4057061,14136,045,1,765400303,1,12
4057062,14136,040,1,765400303,2,11
4057063,14136,010,2,765400303,1,23
4057064,14137,090,2,765400104,1,21
4057065,14138,055,2,765400404,1,11
4057066,14138,090,2,765400404,2,21
4057067,14139,030,2,765401003,1,11
4057068,14140,030,2,765400901,1,11
4057069,14141,020,2,765400604,2,22
4057070,14142,035,2,765400204,1,11
4057071,14143,060,2,765400201,2,11
4057072,14144,010,2,765400504,2,22
4057073,14144,045,1,765400504,2,11
4057074,14144,050,1,765400504,1,11
4057075,14144,015,2,765400504,1,22
4057076,14145,020,2,765400203,1,12
4057077,14146,015,2,765400502,2,11
4057078,14147,020,2,765400305,1,11
4057079,14148,000,2,765400602,2,23
4057080,14148,005,2,765400602,1,23
4057081,14148,025,1,765400602,1,11
4057082,14148,030,1,765400602,2,11
4057083,14149,025,1,765400106,1,22
4057084,14149,020,1,765400106,2,22
4057085,14150,080,2,765400305,1,21
4057086,14151,070,2,765400901,1,21
4057087,14152,020,2,765400306,1,22
4057088,14153,040,2,765400602,1,11
4057089,14154,025,2,765400102,2,11
4057090,14154,000,2,765400102,1,23
4057091,14155,055,1,765400901,2,11
4057092,14155,060,1,765400901,1,21
4057093,14156,020,2,765400603,1,12
4057094,14156,045,2,765400603,2,11
4057095,14157,025,1,765400501,1,11
4057096,14157,030,1,765400501,2,11
4057097,14158,025,2,765400901,1,12
4057098,14159,090,2,765400305,2,21
4057099,14160,015,2,765400405,2,22
4057100,14161,015,2,765400501,1,22
4057101,14161,015,2,765400501,1,22
4057102,14162,005,2,765400902,2,23
4057103,14162,045,2,765400902,2,25
4057104,14162,015,2,765400902,2,22
4057105,14163,030,2,765400303,1,11
4057106,14164,025,2,765400204,1,11
4057107,14165,015,2,765400404,2,12
4057108,14166,040,2,765401004,2,12
4057109,14167,035,2,765400104,1,11
4057110,14168,005,2,765401001,2,23
4057111,14168,035,1,765401001,1,11
4057112,14168,000,2,765401001,1,23
4057113,14168,035,1,765401001,2,11
4057114,14168,005,2,765401001,1,23
4057115,14168,005,2,765401001,1,23
4057116,14169,055,2,765400304,2,11
4057117,14170,080,2,765400102,2,21
4057118,14171,025,2,765400104,2,11
4057119,14171,005,2,765400104,1,23
4057120,14172,085,2,765401003,2,21
4057121,14173,065,2,765400303,2,21
4057122,14174,045,1,765400306,1,12
4057123,14174,035,1,765400306,2,25
4057124,14175,020,1,765400306,2,11
4057125,14175,020,2,765400306,1,11
4057126,14176,035,2,765400502,1,11
4057127,14177,035,2,765400901,2,11
4057128,14178,050,1,765400405,1,11
4057129,14178,020,2,765400405,1,22
4057130,14178,050,1,765400405,2,11
4057131,14178,015,2,765400405,2,22
4057132,14179,020,2,765400103,2,11
4057133,14180,080,2,765400105,1,21
4057134,14181,025,2,765400501,2,11
4057135,14182,020,1,765400405,1,11
4057136,14182,020,1,765400405,2,11
4057137,14183,025,1,765401001,1,11
4057138,14183,020,1,765401001,2,11
4057139,14184,030,2,765400601,1,12
4057140,14185,040,2,765400304,2,11
4057141,14186,020,1,765400203,1,12
4057142,14187,010,2,765400902,1,23
4057143,14187,045,1,765400902,2,11
4057144,14187,005,2,765400902,1,23
4057145,14187,020,2,765400902,2,12
4057146,14187,015,2,765400902,1,22
4057147,14187,050,1,765400902,1,11
4057148,14188,050,2,765400203,2,11
4057149,14189,040,1,765401003,2,11
4057150,14189,015,2,765401003,2,22
4057151,14189,015,2,765401003,1,22
4057152,14189,045,1,765401003,1,11
4057153,14190,000,2,765401004,2,23
4057154,14190,020,2,765401004,2,24
4057155,14191,020,2,765400304,1,11
4057156,14192,060,2,765400604,1,21
4057157,14193,065,1,765400501,1,21
4057158,14193,065,1,765400501,2,21
4057159,14194,080,2,765400106,1,21
4057160,14195,015,2,765400102,2,22
4057161,14196,055,2,765400201,2,11
4057162,14197,055,2,765400402,1,11
4057163,14198,055,2,765400501,1,12
4057164,14199,050,2,765400202,2,25
4057165,14200,035,2,765400802,1,11
4057166,14201,060,2,765400602,2,21
4057167,14201,030,2,765400602,2,25
4057168,14202,020,2,765400204,2,22
4057169,14203,085,1,765401003,2,21
4057170,14203,090,1,765401003,1,21
4057171,14204,000,2,765400104,2,23
4057172,14204,005,2,765400104,1,23
4057173,14204,035,1,765400104,1,11
4057174,14204,005,2,765400104,2,23
4057175,14204,035,1,765400104,2,11
4057176,14205,045,2,765400201,2,12
4057177,14206,045,1,765400902,2,12
4057178,14206,065,1,765400902,1,21
4057179,14207,060,2,765400702,1,11
4057180,14208,060,1,765400601,1,11
4057181,14208,010,2,765400601,2,23
4057182,14208,050,1,765400601,2,11
4057183,14208,010,2,765400601,2,23
4057184,14209,065,2,765400201,1,21
4057185,14210,020,2,765400404,1,22
4057186,14211,080,2,765400305,1,21
4057187,14212,055,1,765400204,2,24
4057188,14212,060,1,765400204,1,11
4057189,14213,065,1,765400902,2,21
4057190,14213,070,1,765400902,1,21
4057191,14214,045,1,765401002,1,11
4057192,14214,030,1,765401002,2,11
4057193,14215,085,2,765400601,2,21
4057194,14216,080,1,765400701,2,24
4057195,14216,090,1,765400701,1,21
4057196,14217,050,2,765400504,2,11
4057197,14217,020,2,765400504,1,11
4057198,14218,040,1,765401001,1,11
4057199,14218,050,2,765401001,1,11
4057200,14219,020,2,765400101,1,22
4057201,14220,020,2,765400106,1,22
4057202,14221,030,2,765400502,1,11
4057203,14222,020,2,765400901,1,11
4057204,14222,070,2,765400901,2,21
4057205,14223,000,2,765400306,1,23
4057206,14223,025,1,765400306,1,25
4057207,14223,020,1,765400306,2,12
4057208,14224,025,2,765400601,1,11
4057209,14225,025,1,765400402,2,11
4057210,14225,025,1,765400402,1,25
4057211,14225,000,2,765400402,2,23
4057212,14226,020,2,765400106,1,22
4057213,14226,020,2,765400106,1,22
4057214,14227,030,2,765400404,1,11
4057215,14228,020,2,765400201,2,22
4057216,14229,020,2,765400601,1,11
4057217,14229,045,1,765400601,1,12
4057218,14229,015,2,765400601,2,11
4057219,14229,045,1,765400601,2,11
4057220,14230,030,1,765400204,2,11
4057221,14230,025,1,765400204,1,11
4057222,14231,015,2,765400405,1,22
4057223,14232,075,2,765400405,1,21
4057224,14232,075,2,765400405,2,25
4057225,14233,045,1,765400604,2,11
4057226,14233,045,1,765400604,1,11
4057227,14233,015,2,765400604,2,22
4057228,14233,015,2,765400604,1,22
4057229,14234,000,2,765400702,1,23
4057230,14234,005,2,765400702,1,23
4057231,14234,030,1,765400702,1,11
4057232,14234,030,1,765400702,2,24
4057233,14235,035,2,765400304,1,12
4057234,14236,020,1,765400204,2,11
4057235,14236,055,1,765400204,1,11
4057236,14237,025,1,765400106,1,11
4057237,14237,025,1,765400106,2,11
4057238,14238,025,2,765400602,1,12
4057239,14239,080,1,765400503,1,21
4057240,14239,080,1,765400503,2,21
4057241,14240,020,2,765400106,1,12
4057242,14241,020,2,765400106,2,11
4057243,14242,035,2,765400901,1,11
4057244,14243,025,2,765400103,2,11
4057245,14244,030,2,765400404,1,11
4057246,14245,015,2,765400404,1,22
4057247,14246,020,1,765400106,1,22
4057248,14246,020,1,765400106,2,22
4057249,14247,060,1,765401003,1,21
4057250,14247,060,1,765401003,2,21
4057251,14248,080,2,765400304,2,21
4057252,14249,025,2,765400501,2,11
4057253,14250,055,2,765400305,1,11
4057254,14251,015,2,765400202,1,22
4057255,14252,025,1,765400602,1,11
4057256,14252,000,2,765400602,1,23
4057257,14252,025,1,765400602,2,11
4057258,14253,080,2,765400601,2,25
4057259,14254,030,2,765401005,1,11
4057260,14255,025,2,765400204,1,11
4057261,14256,030,1,765401003,1,11
4057262,14256,020,1,765401003,2,11
4057263,14257,015,2,765400604,1,22
4057264,14257,045,2,765400604,2,11
4057265,14258,050,2,765400304,2,11
4057266,14259,005,2,765400504,2,23
4057267,14259,035,1,765400504,1,11
4057268,14259,010,2,765400504,1,23
4057269,14259,010,2,765400504,2,23
4057270,14259,040,1,765400504,2,11
4057271,14260,065,2,765400106,1,25
4057272,14261,020,2,765401005,1,11
4057273,14262,010,2,765401001,1,23
4057274,14262,045,2,765401001,2,12
4057275,14263,055,1,765400701,2,25
4057276,14263,060,1,765400701,1,21
4057277,14264,085,2,765400701,1,21
4057278,14265,030,1,765401003,1,11
4057279,14265,030,1,765401003,2,11
4057280,14266,060,2,765400504,1,21
4057281,14267,070,2,765400405,2,21
4057282,14268,020,1,765400405,1,11
4057283,14268,015,1,765400405,2,22
4057284,14269,000,2,765400504,2,23
4057285,14269,035,1,765400504,2,11
4057286,14269,005,2,765400504,1,23
4057287,14269,045,1,765400504,1,11
4057288,14270,055,1,765400102,2,24
4057289,14270,060,1,765400102,1,11
4057290,14271,000,2,765401003,2,23
4057291,14271,030,2,765401003,2,11
4057292,14271,000,2,765401003,2,23
4057293,14271,005,2,765401003,2,23
4057294,14272,065,2,765401004,1,21
4057295,14273,020,2,765400305,1,22
4057296,14274,085,2,765400305,1,21
4057297,14275,010,2,765400504,2,23
4057298,14275,010,2,765400504,2,23
4057299,14275,040,1,765400504,2,11
4057300,14275,045,1,765400504,1,11
4057301,14275,010,2,765400504,2,23
4057302,14276,015,2,765400202,1,22
4057303,14277,075,1,765400501,2,21
4057304,14277,075,1,765400501,1,21
4057305,14278,020,2,765400104,1,22
4057306,14279,075,1,765400502,1,21
4057307,14279,075,1,765400502,2,21
4057308,14280,030,2,765400102,2,11
4057309,14281,060,2,765400404,1,21
4057310,14282,050,2,765400404,2,11
4057311,14283,015,2,765401005,2,22
4057312,14284,030,2,765400604,1,11
4057313,14285,060,1,765401004,2,21
4057314,14285,070,1,765401004,1,21
4057315,14286,075,2,765400502,2,21
4057316,14287,050,2,765401004,1,12
4057317,14288,030,1,765400404,1,11
4057318,14288,025,1,765400404,2,11
4057319,14289,020,1,765401003,1,11
4057320,14289,020,1,765401003,2,11
4057321,14290,020,1,765400201,1,12
4057322,14290,020,1,765400201,2,11
4057323,14291,015,2,765400303,1,11
4057324,14292,020,1,765400402,1,12
4057325,14292,020,1,765400402,2,11
4057326,14293,020,2,765400405,1,22
4057327,14294,020,2,765400204,1,22
4057328,14294,020,2,765400204,1,11
4057329,14294,020,2,765400204,1,22
4057330,14295,070,2,765400306,2,21
4057331,14296,030,1,765400103,2,11
4057332,14296,030,1,765400103,1,11
4057333,14297,030,2,765400106,2,11
4057334,14298,025,2,765400303,1,11
4057335,14299,045,2,765400201,2,11
4057336,14299,015,2,765400201,1,22
4057337,14300,085,1,765400604,2,21
4057338,14300,090,1,765400604,1,21
4057339,14301,045,1,765401003,2,11
4057340,14301,015,2,765401003,1,22
4057341,14301,000,2,765401003,1,23
4057342,14301,010,2,765401003,2,23
4057343,14301,040,1,765401003,1,11
4057344,14301,015,2,765401003,1,22
4057345,14302,085,2,765401003,2,21
4057346,14303,090,2,765400102,2,21
4057347,14304,040,1,765400502,1,11
4057348,14305,030,2,765400201,2,11
4057349,14306,045,2,765400502,2,11
4057350,14306,015,2,765400502,2,22
4057351,14307,005,2,765400306,1,23
4057352,14307,055,2,765400306,1,12
4057353,14308,055,2,765401004,2,12
4057354,14309,055,1,765400106,1,11
4057355,14309,055,1,765400106,2,21
4057356,14310,020,2,765400102,2,11
4057357,14311,040,2,765400801,2,12
4057358,14311,005,2,765400801,1,23
4057359,14312,025,1,765400201,1,11
4057360,14312,025,1,765400201,2,11
4057361,14313,055,1,765401002,2,11
4057362,14313,055,1,765401002,1,12
4057363,14314,020,1,765401005,2,11
4057364,14314,030,1,765401005,1,11
4057365,14315,060,1,765400601,1,11
4057366,14315,010,2,765400601,2,23
4057367,14315,055,1,765400601,2,11
4057368,14315,015,2,765400601,1,22
4057369,14315,005,2,765400601,2,23
4057370,14315,020,2,765400601,2,22
4057371,14316,020,2,765400202,1,22
4057372,14317,040,2,765400601,1,12
4057373,14318,025,2,765400102,2,11
4057374,14319,020,2,765400404,2,22
4057375,14319,020,1,765400404,1,22
4057376,14320,080,2,765400301,2,24
4057377,14321,055,2,765400203,1,21
4057378,14322,015,2,765400802,2,22
4057379,14322,035,2,765400802,2,12
4057380,14322,010,2,765400802,1,23
4057381,14323,000,2,765400701,1,23
4057382,14323,035,1,765400701,2,11
4057383,14323,040,1,765400701,1,11
4057384,14324,025,1,765400201,2,11
4057385,14324,025,1,765400201,1,11
4057386,14325,005,2,765401003,1,23
4057387,14325,005,2,765401003,2,23
4057388,14325,035,1,765401003,2,11
